dteday,hum,windspeed,temp,atemp,cnt,weathersit_clear,weathersit_cloudy,weathersit_rainy,weathersit_snowy,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,day_0,day_1,day_2,day_3,day_4,day_5,day_6,target
2011-01-11,0.6863636363636362,8.182831818181816,-0.05272727272727236,-3.363399999999999,57.40909090909091,0.09090909090909091,0.6363636363636364,0.0,0.2727272727272727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,52.81818181818182
2011-01-12,0.5995454545454547,20.410027272727273,0.11818181818181857,-5.4088,52.81818181818182,0.9090909090909091,0.09090909090909091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.583333333333336
2011-01-13,0.47041666666666687,20.166999999999998,-0.24499999999999952,-6.041700000000001,58.583333333333336,0.9166666666666666,0.08333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61.78260869565217
2011-01-14,0.5378260869565218,8.478704347826085,-0.4391304347826088,-3.564739130434782,61.78260869565217,0.9130434782608695,0.08695652173913043,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,52.0
2011-01-15,0.49874999999999997,10.583487499999999,2.966666666666667,0.3754249999999996,52.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.166666666666664
2011-01-16,0.4837500000000001,12.625033333333334,2.8883333333333336,-0.5416999999999996,50.166666666666664,0.7916666666666666,0.20833333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.666666666666664
2011-01-17,0.5375,12.999116666666664,0.26416666666666666,-4.333125000000001,41.666666666666664,0.041666666666666664,0.75,0.0,0.20833333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.916666666666664
2011-01-18,0.8616666666666667,9.833925,2.183333333333333,-0.6660000000000004,56.916666666666664,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71.73913043478261
2011-01-19,0.7417391304347823,13.957265217391306,5.7321739130434795,3.695834782608696,71.73913043478261,0.4782608695652174,0.391304347826087,0.0,0.13043478260869565,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.29166666666667
2011-01-20,0.5383333333333334,13.125579166666663,4.298333333333333,0.8333,80.29166666666667,0.4583333333333333,0.5416666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64.29166666666667
2011-01-21,0.45708333333333345,23.667191666666668,0.34249999999999997,-5.583000000000001,64.29166666666667,0.7916666666666666,0.125,0.0,0.08333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42.65217391304348
2011-01-22,0.39999999999999997,11.521960869565216,-5.2208695652173915,-10.781408695652175,42.65217391304348,0.6521739130434783,0.34782608695652173,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.869565217391305
2011-01-23,0.43652173913043485,16.5222,-3.463478260869564,-9.476617391304348,42.869565217391305,0.9130434782608695,0.08695652173913043,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,61.56521739130435
2011-01-24,0.49173913043478273,10.60813913043478,-3.4226086956521753,-8.21659130434783,61.56521739130435,0.782608695652174,0.21739130434782608,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,86.30434782608695
2011-01-25,0.6169565217391305,8.696308695652169,2.503478260869566,-0.5212782608695655,86.30434782608695,0.391304347826087,0.6086956521739131,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.625
2011-01-26,0.8624999999999998,19.68795,2.2224999999999997,-2.5624000000000002,31.625,0.0,0.125,0.0625,0.8125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,53.875
2011-01-27,0.6875,7.627112499999999,1.1649999999999996,-1.4997999999999998,53.875,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.73913043478261
2011-01-28,0.7930434782608696,8.261099999999999,1.5634782608695652,-1.2610521739130427,50.73913043478261,0.21739130434782608,0.5217391304347826,0.0,0.2608695652173913,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47.73913043478261
2011-01-29,0.6517391304347825,9.739469565217387,1.2365217391304346,-1.9996782608695645,47.73913043478261,0.7391304347826086,0.2608695652173913,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,47.65217391304348
2011-01-30,0.7221739130434782,4.956834782608696,2.1765217391304352,0.5212347826086958,47.65217391304348,0.6956521739130435,0.30434782608695654,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,62.541666666666664
2011-01-31,0.60375,12.541841666666665,0.49916666666666726,-3.7075,62.541666666666664,0.2916666666666667,0.625,0.0,0.08333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.130434782608695
2011-02-01,0.8295652173913044,3.565273913043478,1.0321739130434784,-0.5209913043478263,59.130434782608695,0.0,0.782608695652174,0.0,0.21739130434782608,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63.583333333333336
2011-02-02,0.7754166666666666,17.708658333333332,4.220000000000001,0.7915,63.583333333333336,0.4583333333333333,0.16666666666666666,0.0,0.375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67.3913043478261
2011-02-03,0.4378260869565219,18.609395652173916,0.7869565217391304,-4.260034782608696,67.3913043478261,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,74.26086956521739
2011-02-04,0.5852173913043478,8.565221739130434,1.9313043478260876,-0.9132608695652173,74.26086956521739,0.13043478260869565,0.8695652173913043,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.875
2011-02-05,0.9291666666666667,10.792304166666666,2.9666666666666672,0.041850000000000026,41.875,0.16666666666666666,0.2916666666666667,0.0,0.5416666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,67.625
2011-02-06,0.5683333333333335,9.500599999999997,5.434166666666667,3.2502750000000002,67.625,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,71.33333333333333
2011-02-07,0.7383333333333332,3.042358333333334,4.768333333333334,4.041449999999998,71.33333333333333,0.5416666666666666,0.4583333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,63.75
2011-02-08,0.5379166666666667,24.250650000000004,2.379166666666668,-2.9157750000000004,63.75,0.7916666666666666,0.16666666666666666,0.0,0.041666666666666664,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69.78260869565217
2011-02-09,0.4947826086956522,12.652221739130432,-1.665217391304348,-6.477347826086957,69.78260869565217,0.5217391304347826,0.30434782608695654,0.0,0.17391304347826086,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.8695652173913
2011-02-10,0.437391304347826,14.869630434782614,-1.2156521739130433,-6.129843478260868,66.8695652173913,0.7391304347826086,0.13043478260869565,0.0,0.13043478260869565,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,79.36363636363636
2011-02-11,0.5063636363636363,7.27285,0.8872727272727274,-1.908399999999999,79.36363636363636,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,61.333333333333336
2011-02-12,0.5441666666666667,13.625566666666666,2.457500000000001,-0.6250249999999992,61.333333333333336,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69.08695652173913
2011-02-13,0.45739130434782593,17.479134782608693,6.8765217391304345,5.391460869565219,69.08695652173913,0.5652173913043478,0.43478260869565216,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,79.70833333333333
2011-02-14,0.3758333333333334,27.999858333333332,11.505,10.291099999999998,79.70833333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.91304347826087
2011-02-15,0.31434782608695655,19.52205217391305,4.50608695652174,0.7820782608695649,78.91304347826087,0.9565217391304348,0.043478260869565216,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,91.95652173913044
2011-02-16,0.42347826086956525,16.870017391304348,6.9582608695652155,4.869199999999999,91.95652173913044,0.8695652173913043,0.13043478260869565,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,103.125
2011-02-17,0.505,15.416979166666666,12.484166666666667,12.29145,103.125,0.7916666666666666,0.20833333333333334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,121.95833333333333
2011-02-18,0.5166666666666665,17.749974999999996,16.51833333333333,17.790899999999997,121.95833333333333,0.75,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,68.125
2011-02-19,0.18791666666666665,33.9999875,10.760833333333332,9.832675000000002,68.125,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,78.78260869565217
2011-02-20,0.40782608695652167,14.95673043478261,5.405217391304349,2.3038086956521733,78.78260869565217,0.6521739130434783,0.34782608695652173,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.125
2011-02-21,0.6049999999999999,20.62567083333333,6.256666666666668,2.7489500000000002,46.125,0.041666666666666664,0.7083333333333334,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.55555555555556
2011-02-22,0.577777777777778,13.110783333333332,0.5644444444444447,-3.7217999999999996,80.55555555555556,0.7777777777777778,0.2222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,83.34782608695652
2011-02-23,0.4230434782608697,6.305573913043475,2.4217391304347835,0.21734782608695632,83.34782608695652,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.56521739130434
2011-02-24,0.6973913043478259,16.783208695652174,5.895652173913043,3.0866260869565223,78.56521739130434,0.34782608695652173,0.43478260869565216,0.0,0.21739130434782608,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,63.52173913043478
2011-02-25,0.7121739130434782,23.218121739130435,9.124347826086955,7.130417391304345,63.52173913043478,0.43478260869565216,0.17391304347826086,0.0,0.391304347826087,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.04166666666667
2011-02-26,0.5379166666666667,12.500245833333333,5.277500000000001,2.6246499999999995,82.04166666666667,0.625,0.375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,104.43478260869566
2011-02-27,0.6799999999999998,8.391604347826085,8.143478260869568,7.173173913043479,104.43478260869566,0.9130434782608695,0.08695652173913043,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,65.72727272727273
2011-02-28,0.8763636363636362,19.408986363636366,11.141818181818184,10.4078,65.72727272727273,0.045454545454545456,0.45454545454545453,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.125
2011-03-01,0.5349999999999999,14.500475000000003,4.533333333333333,1.416025,77.125,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,88.91666666666667
2011-03-02,0.4495833333333333,20.62483333333334,7.745,5.124675000000001,88.91666666666667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70.20833333333333
2011-03-03,0.3183333333333334,15.125529166666668,1.3216666666666665,-2.7911999999999995,70.20833333333333,0.9583333333333334,0.041666666666666664,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,81.0
2011-03-04,0.6104166666666666,13.624170833333332,4.298333333333333,0.8748249999999996,81.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86.54166666666667
2011-03-05,0.7891666666666666,16.87534583333333,10.055833333333336,8.999425,86.54166666666667,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.304347826086957
2011-03-06,0.9482608695652174,23.00022608695652,9.696521739130432,8.172643478260873,26.304347826086957,0.0,0.6086956521739131,0.0,0.391304347826087,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.3913043478261
2011-03-07,0.551304347826087,22.870595652173915,4.3017391304347825,-0.2615826086956516,81.3913043478261,0.9130434782608695,0.0,0.0,0.08695652173913043,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.875
2011-03-08,0.42083333333333334,8.083549999999997,5.7475,3.9583999999999993,88.875,0.75,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,78.79166666666667
2011-03-09,0.7754166666666666,14.75005,5.904166666666668,2.9161500000000005,78.79166666666667,0.20833333333333334,0.7083333333333334,0.0,0.08333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.318181818181817
2011-03-10,0.0,17.545777272727268,10.287272727272725,9.454100000000002,28.318181818181817,0.0,0.09090909090909091,0.0,0.9090909090909091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,85.95652173913044
2011-03-11,0.6495652173913044,15.608960869565214,6.876521739130436,4.130000000000001,85.95652173913044,0.4782608695652174,0.43478260869565216,0.0,0.08695652173913043,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,88.83333333333333
2011-03-12,0.5945833333333334,14.791924999999999,7.470833333333334,5.499500000000001,88.83333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,105.08695652173913
2011-03-13,0.5273913043478262,18.130491304347824,10.064347826086957,9.086026086956522,105.08695652173913,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88.95652173913044
2011-03-14,0.4969565217391305,9.174047826086955,7.285217391304346,5.912000000000001,88.95652173913044,0.8695652173913043,0.13043478260869565,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,89.3913043478261
2011-03-15,0.6556521739130435,12.348682608695652,6.917391304347825,4.999765217391302,89.3913043478261,0.34782608695652173,0.6086956521739131,0.0,0.043478260869565216,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,95.30434782608695
2011-03-16,0.7765217391304347,13.608865217391303,9.165217391304349,8.217408695652175,95.30434782608695,0.043478260869565216,0.8695652173913043,0.0,0.08695652173913043,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,114.33333333333333
2011-03-17,0.6029166666666665,14.041804166666667,11.505,11.081999999999999,114.33333333333333,0.9166666666666666,0.08333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,140.82608695652175
2011-03-18,0.5252173913043479,15.47816521739131,17.38,18.78257391304347,140.82608695652175,0.8695652173913043,0.13043478260869565,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,129.875
2011-03-19,0.3791666666666666,24.667166666666663,14.207500000000005,14.790650000000007,129.875,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,102.95833333333333
2011-03-20,0.4737499999999999,13.917295833333332,7.627499999999997,5.4995,102.95833333333333,0.8333333333333334,0.125,0.0,0.041666666666666664,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90.30434782608695
2011-03-21,0.7373913043478261,19.3484347826087,12.230434782608693,11.042495652173915,90.30434782608695,0.2608695652173913,0.6086956521739131,0.0,0.13043478260869565,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,112.625
2011-03-22,0.6245833333333333,15.125250000000001,12.758333333333335,13.082350000000007,112.625,0.5416666666666666,0.4583333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,92.21739130434783
2011-03-23,0.8395652173913042,15.695478260869569,8.30695652173913,6.30398260869565,92.21739130434783,0.0,0.5652173913043478,0.0,0.43478260869565216,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,77.70833333333333
2011-03-24,0.8058333333333328,16.333762500000002,5.394999999999999,1.8750000000000007,77.70833333333333,0.20833333333333334,0.7083333333333334,0.0,0.08333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,92.08333333333333
2011-03-25,0.4950000000000001,15.458574999999998,4.415833333333333,0.9166249999999999,92.08333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,104.0
2011-03-26,0.3941666666666667,14.041245833333333,4.4941666666666675,0.9996749999999998,104.0,0.7083333333333334,0.2916666666666667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,73.6086956521739
2011-03-27,0.49391304347826087,12.348099999999999,3.893043478260869,0.5223826086956518,73.6086956521739,0.5652173913043478,0.21739130434782608,0.0,0.21739130434782608,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88.17391304347827
2011-03-28,0.30217391304347824,14.217691304347829,4.424347826086957,0.999878260869565,88.17391304347827,0.8260869565217391,0.17391304347826086,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,101.04166666666667
2011-03-29,0.31416666666666676,15.208720833333338,6.2175,3.3319499999999995,101.04166666666667,0.9166666666666666,0.08333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,64.0
